Team,Position,Defensive duels per 90,Aerial duels per 90,"Aerial duels won, %",PAdj Interceptions,Non-penalty goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Distance,Club Fit %,League,League Strength,Adjusted Fit %,Avg Team Market Value,Final Fit %
Osasuna,"CF, AMF",3.3,4.27,36.36,2.13,0.39,0.32,2.23,47.83,17.391,0.68,14.29,2.04,38.1,6.89,3.11,1.07,0.1,15.63,75.16,0.04,0.0,0.1,1.36,0.78,50.0,0.29,5.595368404769167,82.92,Spain 1.,94.29,82.92,4500000.0,79.628
Oxford United,CF,3.06,7.633333333333333,22.94666666666667,1.5933333333333335,0.19333333333333333,0.20333333333333334,1.25,44.44333333333333,18.889,0.26,22.22,1.2300000000000002,40.74333333333333,7.246666666666666,1.78,0.5966666666666667,0.11,10.863333333333335,73.42666666666666,0.01,0.05333333333333334,0.03,1.0633333333333332,0.39666666666666667,40.38333333333333,0.25333333333333335,8.752212852972042,73.28,England 2.,71.43,69.72674769328667,1033333.3333333334,67.754072923958
PSG,CF,1.885,1.8399999999999999,73.91499999999999,1.3599999999999999,0.44,0.84,3.5250000000000004,61.824999999999996,14.4845,1.235,31.369999999999997,1.42,51.265,4.405,5.88,1.02,0.20500000000000002,30.185000000000002,85.18,0.135,0.34,0.75,2.795,1.885,48.900000000000006,1.575,14.733469543618051,55.02,France 1.,91.43,54.68622717149221,38333333.333333336,54.21760445434299
PSG,"CF, RW",4.71,3.21,73.33,0.86,0.21,0.77,2.79,53.85,15.385,0.64,66.67,4.07,42.11,10.71,5.57,0.43,0.21,16.29,80.26,0.25,0.21,0.86,0.86,0.64,66.67,1.93,14.240185976046796,56.53,France 1.,91.43,56.187066921200554,38333333.333333336,55.5683602290805
Palmeiras,CF,3.575,5.6899999999999995,23.425,3.7750000000000004,0.235,0.405,2.17,36.46,14.5835,1.245,42.065,4.155,52.785,11.405,3.65,1.565,0.155,12.125,67.545,0.08,0.0,0.395,1.2349999999999999,1.565,45.055,0.71,8.870724082623704,72.92,Brazil 1.,82.86,71.15210181355394,19000000.0,69.03689163219855
Parma,CF,2.6,9.796666666666667,46.06666666666666,1.7766666666666666,0.24666666666666667,0.29333333333333333,1.7633333333333334,46.553333333333335,15.948333333333332,0.3766666666666667,18.333333333333332,1.4733333333333334,72.35000000000001,9.976666666666667,2.7266666666666666,0.6833333333333332,0.07,14.343333333333334,70.82333333333334,0.04666666666666666,0.09000000000000001,0.15,1.7999999999999998,0.6466666666666666,57.93333333333334,0.5233333333333333,8.944857863992363,72.69,Italy 1.,97.14,71.04523552974865,3166666.6666666665,68.9407119767738
Platense,CF,2.91,7.46,26.0,1.68,0.07,0.25,1.71,34.78,4.348,1.49,30.0,1.42,52.63,5.97,3.13,0.67,0.15,19.24,65.89,0.06,0.22,0.3,1.57,1.57,38.1,0.89,9.098275802952172,72.22,Argentina 1.,71.43,68.71814572064906,1250000.0,66.84633114858416
Platense,"CF, AMF",1.25,18.76,46.02,3.04,0.17,0.23,1.99,29.17,8.333,0.83,40.0,1.41,58.82,5.31,3.32,0.75,0.08,17.44,71.9,0.09,0.08,0.25,1.66,1.41,64.71,1.41,9.34612271872995,71.47,Argentina 1.,71.43,68.00451224944321,1250000.0,66.20406102449888
Plymouth Argyle,CF,3.045,7.085000000000001,29.825000000000003,1.965,0.39,0.115,1.0899999999999999,70.83500000000001,35.4165,0.8799999999999999,19.645,0.62,46.665,6.92,1.8699999999999999,0.48,0.085,11.745000000000001,54.465,0.03,0.16,0.145,1.94,0.8250000000000001,16.665,0.5449999999999999,11.25618807228403,65.64,England 2.,71.43,62.457201399936366,1380000.0,61.21148125994273
Plymouth Argyle,"CF, AMF",4.18,7.93,33.18,2.59,0.36,0.19,1.26,54.29,28.571,1.37,39.47,1.84,37.25,6.52,2.34,1.22,0.36,18.55,72.43,0.1,0.22,0.5,2.13,1.87,50.0,0.54,9.20227554922362,71.91,England 2.,71.43,68.42317721921731,1380000.0,66.58085949729558
Plymouth Argyle,"CF, LWF, LW",3.29,3.64,9.43,1.8,0.14,0.15,1.1,31.25,12.5,0.62,55.56,1.71,52.0,6.93,1.92,0.55,0.14,14.06,75.12,0.06,0.21,0.14,0.96,0.96,50.0,0.27,11.89570428329148,63.68,England 2.,71.43,60.59223926185174,1380000.0,59.53301533566656
Plymouth Argyle,"CF, RWF",3.47,6.79,21.74,1.92,0.26,0.4,1.99,40.74,18.519,0.85,8.7,1.18,40.63,4.09,3.69,0.74,0.11,8.04,61.93,0.03,0.04,0.22,0.77,0.63,41.18,0.37,6.359566526257388,80.59,England 2.,71.43,76.6822952593064,1380000.0,74.01406573337576
Porto,CF,2.0,3.65,44.33,2.46,0.53,0.53,2.52,46.27,26.866,0.45,25.0,1.96,34.62,8.44,4.26,0.56,0.08,12.01,78.68,0.04,0.0,0.23,0.64,0.68,61.11,0.53,4.44729743584789,86.42,Portugal 1.,71.43,82.22960610881324,1666666.6666666667,79.00664549793193
Porto,"CF, AMF",2.5,3.74,38.1,1.65,0.18,0.31,1.78,20.0,10.0,0.0,0.0,2.14,25.0,10.51,2.32,1.07,0.0,15.33,82.56,0.05,0.0,0.36,0.71,0.36,100.0,0.36,8.691424824420197,73.47,Portugal 1.,71.43,69.90753483932549,1666666.6666666667,67.91678135539294
Porto,"CF, AMF, LAMF",4.78,4.26,50.88,3.32,0.15,0.3,2.09,46.43,10.714,0.97,30.77,3.44,39.13,13.16,3.66,1.42,0.22,19.51,84.29,0.05,0.22,0.15,1.27,1.2,62.5,0.82,9.55820414093555,70.82,Portugal 1.,71.43,67.38602990773147,1666666.6666666667,65.64742691695832
Portsmouth,CF,3.79,13.25,27.905,2.54,0.32999999999999996,0.32,1.5150000000000001,44.53,25.377499999999998,0.245,4.545,0.41,43.59,5.375,2.71,0.03,0.0,12.51,60.364999999999995,0.015,0.165,0.125,1.5099999999999998,0.725,37.875,0.355,7.540638802941859,76.98,England 2.,71.43,73.24733948456888,358333.3333333333,70.922605536112
Portsmouth,"CF, AMF",2.73,8.34,34.48,0.95,0.0,0.06,0.72,0.0,0.0,0.86,33.33,2.3,50.0,9.92,2.3,1.01,0.0,9.63,67.16,0.01,0.0,0.29,0.86,0.58,50.0,0.14,11.533198385064823,64.79,England 2.,71.43,61.64841679923641,358333.3333333333,60.48357511931277
Preston North End,CF,2.225,4.56,25.58,1.4249999999999998,0.37,0.315,1.75,46.54,21.731,0.5,17.045,1.5799999999999998,48.19,7.965,2.69,0.825,0.21,11.075,70.395,0.03,0.03,0.175,0.7250000000000001,0.6799999999999999,43.33,0.37,6.760088326056638,79.36,England 2.,71.43,75.5119363665288,2620000.0,72.96074272987592
Preston North End,"CF, AMF",3.5,4.43,22.58,2.66,0.21,0.2,0.71,50.0,30.0,0.21,33.33,0.43,66.67,4.86,1.86,0.21,0.0,20.87,81.16,0.09,0.07,0.29,2.14,0.5,42.86,0.29,12.670102864420553,61.32,England 2.,71.43,58.34667260579065,2620000.0,57.512005345211584
Preston North End,"CF, AMF, LCMF",6.98,2.59,21.259999999999998,2.88,0.085,0.14,1.5350000000000001,27.0,8.4385,2.395,38.165,2.275,42.75,8.485,1.8900000000000001,1.97,0.29500000000000004,30.14,74.145,0.15500000000000003,0.40499999999999997,0.58,4.625,3.1550000000000002,47.415,0.9950000000000001,14.64388649784455,55.29,England 2.,71.43,52.609059497295576,2620000.0,52.34815354756602
Queens Park Rangers,CF,3.075,7.405,28.42,1.8450000000000002,0.25,0.33499999999999996,1.89,40.285,16.857,0.29500000000000004,30.95,0.8400000000000001,50.595,6.4399999999999995,2.7800000000000002,0.545,0.07,13.04,74.155,0.030000000000000002,0.045,0.095,1.24,0.365,53.335,0.495,6.612747571560441,79.81,England 2.,71.43,75.94011644925232,1375000.0,73.34610480432708
Queens Park Rangers,"CF, LAMF",4.625,8.06,30.115000000000002,2.7350000000000003,0.29500000000000004,0.185,1.785,30.195,16.233999999999998,0.89,23.375,3.185,44.84,11.36,2.585,1.2,0.55,15.05,75.15,0.045,0.05,0.25,1.04,0.545,52.78,0.4,8.91119220214139,72.8,England 2.,71.43,69.27002227171492,1375000.0,67.34302004454344
RB Leipzig,CF,2.2399999999999998,3.74,44.355000000000004,1.9500000000000002,0.35,0.33,2.455,44.495000000000005,16.0775,1.095,33.675,3.375,48.715,10.245000000000001,3.71,1.37,0.405,19.22,71.425,0.08,0.175,0.37,1.615,1.24,39.739999999999995,0.7849999999999999,7.700762640070185,76.49,Germany 1.,94.29,76.49,55000000.0,73.841
Racing Club,CF,3.95,6.574999999999999,30.845,2.95,0.54,0.47,2.56,39.245,22.8495,0.64,10.0,1.4849999999999999,47.59,8.035,4.8149999999999995,0.35,0.165,12.39,65.09,0.03,0.07,0.08,1.1800000000000002,0.9550000000000001,44.155,0.81,5.780401472618068,82.35,Argentina 1.,71.43,78.3569551384028,2150000.0,75.52125962456252
Rayo Vallecano,CF,4.19,5.453333333333333,27.996666666666666,3.106666666666667,0.14666666666666667,0.31,1.6133333333333333,39.166666666666664,10.0,0.6433333333333333,34.28666666666667,1.3566666666666667,46.03,7.916666666666667,3.1,0.7000000000000001,0.17,16.263333333333332,74.70666666666666,0.043333333333333335,0.07333333333333333,0.21666666666666667,1.19,0.9833333333333334,47.776666666666664,0.6333333333333333,7.516134316841907,77.05,Spain 1.,94.29,77.05,1766666.6666666667,74.345
Real Betis,CF,3.6966666666666668,4.636666666666667,28.349999999999998,2.19,0.2866666666666667,0.3466666666666667,2.5766666666666667,41.833333333333336,10.888333333333334,0.7000000000000001,32.97666666666667,2.2266666666666666,42.04666666666667,8.51,3.3366666666666664,1.2566666666666666,0.24,14.926666666666664,74.70666666666666,0.03666666666666667,0.13333333333333333,0.12,1.4666666666666668,1.26,59.800000000000004,0.6366666666666666,6.56140048375311,79.97,Spain 1.,94.29,79.97,12125000.0,79.848
Real Betis,"CF, RAMF, LAMF",3.69,2.88,36.0,2.82,0.23,0.31,1.96,64.71,11.765,3.35,31.03,2.54,59.09,8.08,3.92,1.15,0.0,24.92,73.61,0.2,0.12,0.69,1.5,3.12,48.15,1.04,12.244519260083896,62.62,Spain 1.,94.29,62.620000000000005,12125000.0,64.233
Real Madrid,CF,2.27,1.3099999999999998,43.18,1.185,0.43999999999999995,0.635,4.455,43.945,11.781500000000001,1.095,12.5,5.26,43.705,10.535,5.965,3.1900000000000004,0.7150000000000001,22.52,81.79499999999999,0.11000000000000001,0.115,0.42500000000000004,1.645,1.785,58.335,1.605,13.636963899877243,58.37,Spain 1.,94.29,58.37,120000000.0,57.533
Real Madrid,"CF, LAMF, LWF",3.24,0.41,18.18,1.2,0.34,0.49,2.83,34.21,14.474,3.2,32.56,9.88,51.32,16.92,5.66,7.04,1.19,32.5,75.92,0.28,0.89,1.01,3.2,2.98,51.25,1.68,23.548772989096634,28.11,Spain 1.,94.29,28.11,120000000.0,30.299
Real Sociedad,CF,2.515,6.045,26.37,2.79,0.225,0.355,1.4500000000000002,43.055,20.8335,0.72,33.33,1.1,43.765,6.555,3.0,0.655,0.02,15.739999999999998,72.16499999999999,0.02,0.14,0.11,1.175,0.895,53.0,0.54,6.774631817571853,79.32,Spain 1.,94.29,79.32,25000000.0,76.38799999999999
Real Valladolid,CF,3.215,8.365,49.525,1.4649999999999999,0.12000000000000001,0.27,1.585,28.47,7.3385,0.15000000000000002,25.0,1.51,46.43,8.23,2.38,0.6,0.07,10.695,75.25,0.02,0.2,0.16499999999999998,1.245,0.53,58.57,0.405,7.3101664514692075,77.68,Spain 1.,94.29,77.68,2100000.0,74.912
Real Valladolid,"CF, LW",2.68,6.23,36.36,1.47,0.05,0.27,0.98,36.84,26.316,0.67,15.38,1.08,52.38,5.92,1.6,0.88,0.15,11.48,67.26,0.04,0.05,0.21,0.98,0.51,60.0,0.31,8.595402680021792,73.76,Spain 1.,94.29,73.76000000000002,2100000.0,71.38400000000001
Red Bull Bragantino,CF,1.92,4.15,58.54,1.5,0.2,0.45,2.33,43.48,8.696,0.61,50.0,1.11,63.64,5.56,4.04,0.81,0.4,19.62,77.84,0.09,0.71,0.61,1.11,1.21,66.67,1.62,10.85040262824941,66.88,Brazil 1.,82.86,65.25853770283169,1800000.0,63.73268393254852
Reims,CF,4.51,6.366666666666667,28.333333333333332,2.14,0.14333333333333334,0.21,1.3633333333333333,23.28,10.052999999999999,0.3666666666666667,10.256666666666666,1.9166666666666667,45.85333333333333,9.036666666666667,3.0400000000000005,1.05,0.18999999999999997,13.01,74.33333333333333,0.08666666666666667,0.10333333333333333,0.22999999999999998,1.08,0.4466666666666667,20.37,0.48,8.73730361141233,73.33,France 1.,91.43,72.88515155371726,1000000.0,70.59663639834554
Reims,"CF, AMF",4.29,0.97,20.0,0.52,0.0,0.26,1.75,33.33,0.0,1.56,25.0,3.51,38.89,8.96,3.9,2.14,0.58,15.78,80.25,0.03,0.0,0.58,1.95,1.17,33.33,0.97,11.132207261924702,66.01,France 1.,91.43,65.60955753526356,1000000.0,64.0486017817372
Rennes,CF,1.8900000000000001,3.73,33.375,1.225,0.345,0.45999999999999996,2.065,46.435,20.1925,0.65,11.765,2.89,44.905,11.23,3.4000000000000004,1.045,0.175,15.75,73.38499999999999,0.08499999999999999,0.09,0.155,0.885,1.0350000000000001,46.43,0.62,6.079716161234733,81.44,France 1.,91.43,80.94595312334287,9333333.333333334,82.18469114434191
Rennes,"CF, RAMF, RW",2.96,1.65,29.41,1.59,0.15,0.25,1.84,34.21,7.895,1.21,24.0,5.33,48.18,13.04,3.44,4.12,0.58,20.32,79.95,0.12,0.15,0.34,1.45,1.7,54.29,1.41,12.79340742053407,60.94,France 1.,91.43,60.57031413723619,9333333.333333334,63.8466160568459
Rio Ave,CF,3.31,4.56,31.54,2.22,0.34,0.39,2.48,48.15,17.284,0.52,23.53,3.03,44.44,11.21,2.88,1.13,0.21,12.35,68.98,0.02,0.12,0.18,0.89,0.64,42.86,0.43,6.0412963336132846,81.56,Portugal 1.,71.43,77.60526121539931,2500000.0,74.84473509385938
Roma,CF,2.92,4.875,33.78,1.71,0.32499999999999996,0.44,2.1,43.93,17.143,0.355,0.0,1.4300000000000002,41.31,8.864999999999998,4.12,1.15,0.35,16.795,79.05,0.060000000000000005,0.165,0.495,0.875,0.73,59.34,1.18,6.541772415955525,80.03,Italy 1.,97.14,78.21915255806555,20000000.0,75.39723730225899
Roma,"CF, AMF, RWF",2.47,1.39,39.13,1.71,0.18,0.35,2.83,36.17,12.766,1.63,37.04,3.92,60.0,11.69,3.49,2.35,0.48,39.52,85.37,0.31,0.12,0.84,4.16,3.55,54.24,1.99,18.29209185597333,44.16,Italy 1.,97.14,43.160786916958315,20000000.0,43.84470822526249
Rosario Central,CF,2.39,7.74,41.46,2.97,0.19,0.19,0.88,57.14,21.429,0.38,33.33,1.07,29.41,7.68,2.52,0.5,0.19,15.86,70.24,0.08,0.0,0.38,1.7,0.69,54.55,0.57,8.157233842187049,75.1,Argentina 1.,71.43,71.45849825007954,4000000.0,69.31264842507159
Saint-Étienne,CF,4.095,5.515000000000001,29.765,1.9000000000000001,0.37,0.385,1.845,41.985,22.8845,0.9650000000000001,25.0,1.7,56.335,8.03,3.4749999999999996,0.81,0.21000000000000002,18.92,74.625,0.045,0.16,0.30000000000000004,1.0699999999999998,1.02,36.825,0.57,7.593436457782738,76.82,France 1.,91.43,76.35397984940079,1250000.0,73.71858186446072
San Lorenzo,CF,2.44,13.95,36.18,3.32,0.28,0.36,1.3,52.17,39.13,0.4,28.57,0.91,37.5,5.27,2.1,0.45,0.11,15.2,69.4,0.02,0.0,0.11,1.53,0.62,45.45,0.23,6.885141588864135,78.98,Argentina 1.,71.43,75.15036207445117,1825000.0,72.63532586700605
San Lorenzo,"CF, AMF, LAMF",3.65,6.95,41.25,3.98,0.09,0.27,2.08,54.17,4.167,0.87,20.0,2.95,32.35,14.16,3.21,1.39,0.43,14.94,70.93,0.03,0.17,0.09,1.22,1.56,44.44,0.96,7.833705421616609,76.08,Argentina 1.,71.43,72.39097931912187,1825000.0,70.15188138720968
San Martín San Juan,CF,3.4699999999999998,10.61,34.135,1.8,0.13,0.26,2.215,24.165,5.8335,0.6799999999999999,53.57,0.965,67.275,6.52,2.795,0.26,0.0,11.165,58.099999999999994,0.025,0.05,0.20500000000000002,1.2799999999999998,0.755,55.715,0.39,9.908700458783917,69.75,Argentina 1.,71.43,66.36791282214446,433333.3333333333,64.73112153993002
San Martín San Juan,"CF, RW, RAMF",5.27,3.72,12.5,2.65,0.15,0.16,1.86,41.67,8.333,3.41,31.82,4.49,62.07,15.34,3.25,1.7,0.15,18.43,58.82,0.13,0.62,0.31,3.1,1.7,54.55,0.31,14.852807331206723,54.66,Argentina 1.,71.43,52.00960738148266,433333.3333333333,51.80864664333439
Santa Clara,CF,4.4350000000000005,9.185,32.935,3.065,0.20500000000000002,0.33499999999999996,1.33,41.475,19.886499999999998,0.155,75.0,1.1,54.545,6.43,2.79,0.61,0.0,13.29,69.155,0.12000000000000001,0.185,0.35,1.215,0.58,43.75,0.49,8.740747526079284,73.32,Portugal 1.,71.43,69.76480814508432,200000.0,67.7883273305759
Santos,CF,2.89,6.58,44.0,1.83,0.0,0.27,1.84,35.71,7.143,0.26,0.0,1.32,40.0,9.21,2.63,0.26,0.0,14.87,80.53,0.04,0.13,0.13,1.71,0.79,33.33,0.26,7.58496305635083,76.84,Brazil 1.,82.86,74.97706395163857,2700000.0,72.47935755647471
Sarmiento,CF,2.74,3.6899999999999995,22.025,1.24,0.11499999999999999,0.32,1.43,36.905,14.881,0.7050000000000001,67.855,1.7799999999999998,49.39,8.56,2.54,0.63,0.16,14.135,75.205,0.08499999999999999,0.04,0.195,1.545,0.43,83.33500000000001,0.195,9.333437195378112,71.51,Argentina 1.,71.43,68.04257270124086,450000.0,66.23831543111677
Sarmiento,"CF, AMF",2.64,6.99,31.11,1.17,0.16,0.36,1.4,66.67,11.111,0.78,60.0,2.02,38.46,8.39,2.49,0.0,0.0,14.46,70.97,0.06,0.16,0.31,1.09,0.93,50.0,0.31,7.521812573401625,77.04,Argentina 1.,71.43,73.30443016226536,450000.0,70.97398714603882
Sarmiento,"CF, AMF, RCMF",3.32,2.88,61.54,4.37,0.0,0.25,1.99,38.89,11.111,1.11,60.0,1.88,64.71,7.31,0.44,0.89,0.0,32.55,80.95,0.13,0.66,0.55,7.2,2.44,68.18,1.0,16.58211594424808,49.38,Argentina 1.,71.43,46.98562774419345,450000.0,47.28706496977411
Sevilla,CF,4.95,5.25,42.18,2.92,0.175,0.28500000000000003,2.04,30.634999999999998,8.5455,0.735,29.71,1.58,48.61,8.235,3.4850000000000003,0.62,0.095,14.219999999999999,71.525,0.025,0.175,0.135,1.21,0.99,37.31,0.29000000000000004,6.820426177060933,79.18,Spain 1.,94.29,79.18,10000000.0,81.26200000000001
Sevilla,"CF, LWF",1.64,4.31,33.33,0.94,0.0,0.35,1.64,12.5,0.0,0.21,0.0,0.62,66.67,4.92,2.26,0.62,0.0,14.35,77.14,0.02,0.0,0.0,0.62,0.21,100.0,0.41,10.492689681392843,67.97,Spain 1.,94.29,67.97,10000000.0,71.173
Sheffield United,CF,2.14,6.803333333333334,40.03333333333333,2.0533333333333332,0.31333333333333335,0.4066666666666667,2.31,46.46333333333333,15.536000000000001,0.9033333333333333,28.596666666666664,1.29,59.673333333333325,6.253333333333333,3.6799999999999997,0.84,0.10333333333333335,12.31,73.95333333333333,0.06666666666666667,0.05333333333333334,0.29,0.9433333333333334,0.6733333333333333,66.05333333333333,0.62,6.252842262601052,80.91,England 2.,71.43,76.98677887368756,2600000.0,74.2881009863188
Sheffield Wednesday,CF,2.86,10.42,53.16,2.98,0.31,0.32,2.2,46.0,16.0,0.53,33.33,0.35,25.0,6.11,3.34,0.22,0.04,16.39,68.36,0.07,0.26,0.35,1.49,0.97,50.0,0.66,5.8000273559221585,82.29,England 2.,71.43,78.29986446070635,1350000.0,75.46987801463571
Sheffield Wednesday,"CF, AMF",5.22,3.71,36.36,2.95,0.25,0.28,1.52,27.78,16.667,0.67,25.0,1.85,31.82,7.16,3.12,1.26,0.17,15.76,81.28,0.01,0.0,0.25,2.36,0.67,50.0,0.51,8.010523124826674,75.54,England 2.,71.43,71.87716321985366,1350000.0,69.6894468978683
Sheffield Wednesday,"CF, LWF",2.64,6.72,18.69,2.13,0.0,0.19,1.01,25.0,0.0,0.19,33.33,1.32,33.33,6.6,2.14,0.57,0.0,11.06,81.25,0.04,0.0,0.13,0.63,0.57,88.89,0.69,10.800763343747628,67.03,England 2.,71.43,63.77980209990455,1350000.0,62.401821889914096
Sheffield Wednesday,"CF, RW, RB",3.75,9.38,50.71,3.64,0.4,0.29,1.54,39.13,26.087,1.88,28.57,1.07,56.25,5.36,2.81,0.4,0.07,15.48,58.01,0.12,0.0,0.34,2.21,1.41,23.81,0.34,9.463077891633125,71.11,England 2.,71.43,67.6619681832644,1350000.0,65.89577136493796
Southampton,CF,3.32,7.086666666666666,32.29333333333333,1.8,0.20333333333333334,0.26666666666666666,1.593333333333333,40.14,12.366999999999999,0.2333333333333333,7.406666666666666,1.2333333333333332,39.46333333333333,8.966666666666667,2.8266666666666667,0.5066666666666667,0.16333333333333333,14.959999999999999,78.47,0.05000000000000001,0.0,0.06999999999999999,1.3066666666666666,0.4833333333333334,48.41,0.43,7.146572948948124,78.18,England 1.,100.0,74.60873760000001,10900000.0,76.24786384000001
Southampton,"CF, LW, LWF",3.83,2.96,29.41,0.8,0.0,0.19,1.91,9.09,0.0,1.04,16.67,2.09,50.0,5.05,3.66,2.79,0.52,28.2,79.63,0.0,0.17,0.17,1.91,1.39,25.0,0.87,12.334259889870692,62.35,England 1.,100.0,59.50185200000001,10900000.0,62.65166680000001
Southampton,"CF, LW, RW",2.68,0.85,15.38,1.19,0.13,0.28,1.76,33.33,7.407,1.31,35.0,1.76,48.15,4.18,3.2,1.11,0.26,17.95,82.55,0.09,0.0,0.33,0.78,1.04,62.5,0.72,10.614781645077382,67.59,England 1.,100.0,64.50248880000001,10900000.0,67.15223992000001
Sport Recife,CF,3.1,5.43,48.57,1.85,0.16,0.13,1.71,27.27,9.091,0.31,50.0,1.4,11.11,8.07,2.48,0.31,0.0,18.16,76.92,0.06,0.0,0.16,2.33,0.0,0.0,0.47,10.054032432487029,69.31,Brazil 1.,82.86,67.62962392618519,800000.0,65.86666153356667
